cultivo,tipo_suelo,sistema_riego,area_ha,dias_ciclo,doy_inicio,capacidad_campo,punto_marchitez,prof_raiz_m,et0_promedio_mmdia,et0_maximo_mmdia,lluvia_total_mm,etc_total_mm,kc_promedio,humedad_suelo_promedio,deficit_hidrico_frac,n_riegos,volumen_agua_total_m3_ha,rendimiento_real_ton_ha
Uva,franco,goteo,5.16,215,319,0.3,0.16,0.69,5.842,10.128,21.64,855.39,0.65,0.2615,0.0,16,8938.31,21.972
Uva,franco,goteo,14.76,215,337,0.3,0.16,0.48,6.219,10.329,33.4,921.75,0.65,0.255,0.0,21,9144.78,23.349
Uva,franco-arcilloso,goteo,33.29,215,141,0.36,0.2,0.65,6.592,10.134,163.63,879.88,0.65,0.3124,0.0,11,7172.55,20.371
Uva,arcilloso,microaspersion,12.79,215,202,0.42,0.22,0.69,5.257,9.879,207.68,670.09,0.65,0.374,0.0,6,4836.35,24.823
Uva,franco-arenoso,goteo,72.36,215,359,0.24,0.12,0.56,6.792,10.187,58.81,1012.34,0.65,0.2029,0.0,24,10553.34,22.756
Uva,franco-arcilloso,goteo,51.93,215,196,0.36,0.2,0.66,5.34,9.564,110.04,682.05,0.65,0.3131,0.0,9,6115.02,19.16
Uva,franco-arenoso,goteo,35.27,215,205,0.24,0.12,0.6,5.208,9.767,105.74,663.4,0.65,0.208,0.0,15,5842.28,19.74
Uva,franco-arcilloso,goteo,58.21,215,166,0.36,0.2,0.59,6.001,10.657,172.89,780.74,0.65,0.3192,0.0,12,6222.08,24.152
Uva,arcilloso,microaspersion,36.79,215,7,0.42,0.22,0.55,7.009,10.573,69.7,1045.01,0.65,0.3654,0.0,16,10963.98,19.844
Uva,arcilloso,goteo,10.94,215,116,0.42,0.22,0.55,7.147,10.41,173.85,983.93,0.65,0.3682,0.0,14,8672.1,22.036
Uva,arcilloso,microaspersion,29.07,215,130,0.42,0.22,0.68,6.845,9.909,208.14,924.4,0.65,0.3651,0.0,9,8507.43,22.001
Uva,franco-arcilloso,goteo,38.43,215,210,0.36,0.2,0.58,5.128,8.733,107.11,655.98,0.65,0.3192,0.0,11,5972.71,22.806
Uva,franco,microaspersion,13.43,215,37,0.3,0.16,0.59,7.539,10.494,144.86,1112.03,0.65,0.2589,0.0,20,10986.43,21.978
Uva,arcilloso,goteo,8.64,215,342,0.42,0.22,0.67,6.325,9.853,69.01,945.21,0.65,0.3661,0.0,12,9921.27,28.858
Uva,franco-arcilloso,goteo,57.64,215,226,0.36,0.2,0.63,4.925,9.41,145.6,633.09,0.65,0.3235,0.0,10,5431.12,23.477
Uva,arcilloso,goteo,54.5,215,326,0.42,0.22,0.54,5.919,10.099,27.98,874.37,0.65,0.3677,0.0,15,8602.58,24.358
Uva,franco-arcilloso,microaspersion,22.01,215,4,0.36,0.2,0.58,6.993,10.813,121.99,1043.4,0.65,0.314,0.0,17,10399.7,22.407
Uva,franco,gravedad,65.75,215,181,0.3,0.16,0.51,5.68,10.254,193.56,726.46,0.65,0.2643,0.0,15,8981.31,23.518
Uva,arcilloso,gravedad,79.65,215,128,0.42,0.22,0.63,6.935,10.589,239.04,939.81,0.65,0.3649,0.0,9,10969.63,19.316
Uva,franco,goteo,55.31,215,64,0.3,0.16,0.51,7.702,9.969,226.32,1117.3,0.65,0.2615,0.0,24,10008.88,17.86
Uva,arcilloso,aspersion,51.17,215,2,0.42,0.22,0.58,6.937,10.066,75.73,1036.19,0.65,0.366,0.0,16,12454.94,21.339
Uva,arcilloso,goteo,47.31,215,246,0.42,0.22,0.48,4.82,8.098,96.24,637.13,0.65,0.3747,0.0,12,5874.92,24.553
Uva,arcilloso,goteo,32.4,215,281,0.42,0.22,0.54,5.087,9.105,29.63,709.23,0.65,0.3603,0.0,11,7208.61,23.164
Uva,franco-arcilloso,goteo,57.62,215,91,0.36,0.2,0.63,7.474,10.083,285.1,1055.45,0.65,0.3132,0.0,13,8246.92,21.867
Uva,arcilloso,goteo,56.76,215,295,0.42,0.22,0.67,5.29,10.337,33.89,752.2,0.65,0.3649,0.0,9,7067.37,22.503
Uva,franco-arcilloso,goteo,8.15,215,203,0.36,0.2,0.68,5.209,9.798,128.74,664.39,0.65,0.3139,0.0,8,5083.93,22.148
Uva,franco-arenoso,goteo,51.38,215,114,0.24,0.12,0.53,7.157,10.13,334.81,985.11,0.65,0.2079,0.0,20,7458.92,23.026
Uva,franco-arcilloso,goteo,61.8,215,122,0.36,0.2,0.58,6.977,10.222,200.62,949.11,0.65,0.3148,0.0,14,7945.22,23.084
Uva,franco,microaspersion,71.48,215,241,0.3,0.16,0.64,4.856,7.816,93.13,635.61,0.65,0.2616,0.0,11,6431.47,22.176
Uva,arcilloso,aspersion,59.89,215,282,0.42,0.22,0.47,5.103,9.305,21.38,712.05,0.65,0.3596,0.0,12,8914.07,19.577
Uva,arcilloso,microaspersion,73.94,215,339,0.42,0.22,0.56,6.244,10.603,20.24,929.7,0.65,0.3678,0.0,15,10242.61,22.793
Uva,franco-arcilloso,microaspersion,53.89,215,193,0.36,0.2,0.6,5.338,9.715,191.6,680.6,0.65,0.3248,0.0,11,5936.81,21.579
Uva,franco-arcilloso,goteo,53.77,215,33,0.36,0.2,0.64,7.446,10.71,198.58,1099.77,0.65,0.3178,0.0,17,9641.47,23.479
Uva,franco,goteo,15.29,215,142,0.3,0.16,0.67,6.619,10.754,150.11,880.21,0.65,0.2544,0.0,13,7815.1,20.394
Uva,franco-arcilloso,microaspersion,45.65,215,340,0.36,0.2,0.5,6.299,10.294,48.82,934.42,0.65,0.3158,0.0,21,10416.89,22.639
Uva,franco,goteo,62.17,215,267,0.3,0.16,0.69,4.922,8.187,10.38,669.33,0.65,0.2569,0.0,11,7133.41,19.289
Uva,franco-arenoso,aspersion,70.95,215,174,0.24,0.12,0.69,5.78,9.874,193.89,745.89,0.65,0.2105,0.0,13,7186.8,22.169
Uva,arcilloso,gravedad,57.76,215,195,0.42,0.22,0.67,5.275,9.632,210.75,670.59,0.65,0.3669,0.0,6,7170.12,20.838
Uva,arcilloso,gravedad,15.66,215,271,0.42,0.22,0.51,4.933,8.704,21.5,678.94,0.65,0.3627,0.0,11,10737.23,22.573
Uva,franco-arcilloso,goteo,54.88,215,198,0.36,0.2,0.55,5.29,9.161,80.14,672.7,0.65,0.3158,0.0,12,6249.8,23.359
Uva,franco,goteo,32.99,215,171,0.3,0.16,0.61,5.855,10.911,172.98,757.49,0.65,0.2561,0.0,11,5816.84,21.178
Uva,franco-arcilloso,goteo,28.82,215,177,0.36,0.2,0.64,5.667,10.172,199.49,725.86,0.65,0.3197,0.0,10,5877.18,22.704
Uva,franco,microaspersion,41.57,215,300,0.3,0.16,0.54,5.332,9.465,13.6,763.83,0.65,0.2583,0.0,17,8564.21,24.759
Uva,franco,microaspersion,35.6,215,85,0.3,0.16,0.67,7.523,10.02,123.51,1067.46,0.65,0.2622,0.0,19,11052.99,26.28
Uva,franco-arenoso,goteo,24.88,215,84,0.24,0.12,0.47,7.617,9.997,159.6,1085.56,0.65,0.2024,0.0,29,10015.57,22.316
Uva,arcilloso,gravedad,62.61,215,83,0.42,0.22,0.48,7.623,10.399,227.77,1083.97,0.65,0.3655,0.0,17,13498.08,19.9
Uva,franco-arcilloso,goteo,67.8,215,37,0.36,0.2,0.62,7.544,10.454,137.54,1115.21,0.65,0.3114,0.0,16,10273.21,23.403
Uva,arcilloso,goteo,69.29,215,289,0.42,0.22,0.66,5.119,9.387,34.76,720.57,0.65,0.3662,0.0,9,7176.53,21.305
Uva,franco,goteo,42.64,215,85,0.3,0.16,0.68,7.564,10.14,234.0,1075.97,0.65,0.2578,0.0,15,9189.12,22.406
Uva,arcilloso,goteo,16.29,215,3,0.42,0.22,0.61,6.997,10.065,135.66,1042.79,0.65,0.3682,0.0,14,9670.17,22.977
Uva,franco-arcilloso,aspersion,42.64,215,158,0.36,0.2,0.63,6.219,10.14,109.33,815.29,0.65,0.3173,0.0,13,9060.89,23.95
Uva,franco,goteo,29.38,215,42,0.3,0.16,0.48,7.635,9.964,166.21,1125.42,0.65,0.2521,0.0,22,9997.71,26.354
Uva,franco,aspersion,33.43,215,338,0.3,0.16,0.56,6.343,11.0,29.51,942.01,0.65,0.2564,0.0,19,12081.18,21.181
Uva,arcilloso,microaspersion,73.8,215,12,0.42,0.22,0.53,7.19,9.749,115.43,1070.01,0.65,0.362,0.0,16,11485.54,21.943
Uva,franco,goteo,35.14,215,340,0.3,0.16,0.47,6.22,10.416,33.91,925.15,0.65,0.2596,0.0,25,9512.28,22.237
Uva,franco,microaspersion,76.34,215,160,0.3,0.16,0.46,6.121,9.807,144.71,797.75,0.65,0.263,0.0,20,7645.28,22.455
Uva,arcilloso,goteo,68.41,215,2,0.42,0.22,0.68,6.913,10.091,113.49,1032.67,0.65,0.3674,0.0,12,9743.5,21.846
Uva,franco-arcilloso,goteo,69.53,215,5,0.36,0.2,0.65,6.979,10.044,158.96,1044.23,0.65,0.3148,0.0,15,9500.22,20.612
Uva,franco-arcilloso,microaspersion,9.73,215,331,0.36,0.2,0.54,6.014,10.512,20.23,887.86,0.65,0.3119,0.0,17,10068.93,23.157
Uva,arcilloso,gravedad,58.19,215,45,0.42,0.22,0.5,7.55,9.898,213.43,1109.02,0.65,0.3625,0.0,15,14282.32,25.868
Uva,franco-arenoso,goteo,48.68,215,329,0.24,0.12,0.49,6.011,10.488,20.07,887.5,0.65,0.2021,0.0,24,9108.43,19.998
Uva,arcilloso,goteo,45.62,215,27,0.42,0.22,0.46,7.404,10.479,154.48,1101.8,0.65,0.3671,0.0,20,10178.44,25.316
Uva,franco-arcilloso,goteo,32.67,215,153,0.36,0.2,0.47,6.358,10.163,209.36,835.8,0.65,0.3213,0.0,17,6731.17,20.025
Uva,arcilloso,goteo,70.99,215,298,0.42,0.22,0.48,5.332,9.385,44.4,763.08,0.65,0.3599,0.0,12,7300.43,21.231
Uva,franco-arcilloso,goteo,20.29,215,332,0.36,0.2,0.7,6.109,9.973,25.98,900.22,0.65,0.3162,0.0,14,9505.57,22.115
Uva,franco-arenoso,microaspersion,63.45,215,361,0.24,0.12,0.53,6.9,10.301,98.87,1028.61,0.65,0.2031,0.0,25,10833.71,23.386
Uva,arcilloso,goteo,52.26,215,137,0.42,0.22,0.67,6.688,10.051,168.07,896.91,0.65,0.3641,0.0,9,7811.73,20.835
Uva,arcilloso,microaspersion,11.55,215,238,0.42,0.22,0.6,4.805,8.6,68.76,622.7,0.65,0.3733,0.0,9,6039.33,19.873
Uva,franco,goteo,77.08,215,289,0.3,0.16,0.61,5.164,9.067,35.24,728.13,0.65,0.2629,0.0,16,7700.59,20.869
Uva,arcilloso,goteo,14.95,215,60,0.42,0.22,0.51,7.716,10.7,290.47,1125.28,0.65,0.3635,0.0,14,9071.83,22.462
Uva,franco-arcilloso,goteo,51.09,215,253,0.36,0.2,0.56,4.822,7.779,46.75,640.99,0.65,0.3191,0.0,12,6127.86,21.99
Uva,franco,goteo,48.67,215,11,0.3,0.16,0.61,7.082,10.135,127.24,1057.25,0.65,0.2599,0.0,20,10112.14,22.985
Uva,franco-arcilloso,goteo,17.21,215,205,0.36,0.2,0.52,5.184,9.505,199.62,662.82,0.65,0.3219,0.0,12,5440.2,24.006
Uva,arcilloso,microaspersion,29.07,215,308,0.42,0.22,0.58,5.504,10.119,15.22,795.51,0.65,0.3686,0.0,13,9052.51,24.489
Uva,franco-arcilloso,microaspersion,33.14,215,264,0.36,0.2,0.58,4.853,8.434,88.23,658.58,0.65,0.3172,0.0,12,6889.17,23.392
Uva,franco-arcilloso,aspersion,72.98,215,89,0.36,0.2,0.56,7.518,10.852,232.09,1064.96,0.65,0.315,0.0,17,11313.8,22.496
Uva,franco-arcilloso,goteo,75.32,215,310,0.36,0.2,0.54,5.609,9.907,35.6,818.05,0.65,0.311,0.0,15,8697.94,18.635
Uva,franco-arcilloso,goteo,46.27,215,333,0.36,0.2,0.64,6.106,10.648,16.57,905.75,0.65,0.3116,0.0,14,9125.43,20.261
Uva,franco-arcilloso,microaspersion,16.18,215,96,0.36,0.2,0.51,7.416,10.095,148.51,1045.58,0.65,0.3063,0.0,18,10625.46,23.071
Uva,arcilloso,gravedad,66.67,215,21,0.42,0.22,0.51,7.255,10.212,67.23,1080.31,0.65,0.3643,0.0,18,15959.95,24.313
Uva,arcilloso,goteo,21.94,215,264,0.42,0.22,0.47,4.85,8.685,39.13,656.03,0.65,0.3732,0.0,14,6916.68,23.562
Uva,franco,aspersion,28.57,215,48,0.3,0.16,0.48,7.704,10.35,158.03,1127.83,0.65,0.2638,0.0,29,13086.5,18.536
Uva,franco-arcilloso,goteo,64.72,215,232,0.36,0.2,0.66,4.9,8.31,105.66,634.34,0.65,0.3184,0.0,8,5317.09,22.794
Uva,franco,aspersion,72.76,215,108,0.3,0.16,0.54,7.327,10.615,216.22,1013.38,0.65,0.261,0.0,20,10822.52,23.305
Uva,franco-arcilloso,goteo,25.99,215,345,0.36,0.2,0.46,6.368,10.068,98.59,946.45,0.65,0.3112,0.0,20,9225.36,23.831
Uva,arcilloso,microaspersion,44.37,215,78,0.42,0.22,0.63,7.74,10.467,189.61,1107.94,0.65,0.364,0.0,13,10223.11,21.634
Uva,franco-arcilloso,gravedad,56.69,215,45,0.36,0.2,0.54,7.65,9.999,125.88,1125.87,0.65,0.3159,0.0,22,15214.94,20.787
Uva,franco-arenoso,microaspersion,19.8,215,14,0.24,0.12,0.51,7.188,10.48,68.57,1072.12,0.65,0.2025,0.0,28,11904.59,22.709
Uva,franco-arcilloso,goteo,35.09,215,63,0.36,0.2,0.67,7.607,10.318,189.02,1101.15,0.65,0.3196,0.0,17,9966.89,21.824
Uva,franco-arcilloso,gravedad,19.13,215,190,0.36,0.2,0.65,5.464,9.583,156.07,698.02,0.65,0.3154,0.0,8,7898.42,23.522
Uva,franco,microaspersion,24.99,215,117,0.3,0.16,0.54,7.144,10.096,182.79,980.98,0.65,0.2612,0.0,20,8940.0,22.385
Uva,franco,aspersion,62.82,215,352,0.3,0.16,0.67,6.615,10.494,59.97,984.9,0.65,0.2583,0.0,16,12020.7,20.973
Uva,arcilloso,goteo,59.76,215,137,0.42,0.22,0.45,6.717,10.799,217.11,898.98,0.65,0.3615,0.0,13,7345.83,20.219
Uva,franco-arcilloso,aspersion,68.41,215,192,0.36,0.2,0.56,5.423,9.354,85.99,694.2,0.65,0.319,0.0,13,7876.02,24.153
Uva,arcilloso,aspersion,37.76,215,341,0.42,0.22,0.65,6.361,10.543,58.02,943.33,0.65,0.3616,0.0,11,11087.27,21.371
Uva,franco-arcilloso,microaspersion,9.69,215,187,0.36,0.2,0.48,5.474,9.855,169.88,697.97,0.65,0.3172,0.0,13,6394.35,24.866
Uva,franco-arenoso,goteo,44.32,215,200,0.24,0.12,0.58,5.245,9.74,279.6,668.63,0.65,0.2094,0.0,12,5437.55,22.164
Uva,arcilloso,microaspersion,13.37,215,9,0.42,0.22,0.6,7.136,10.859,147.39,1063.89,0.65,0.3662,0.0,14,11155.99,18.822
Uva,franco,goteo,26.07,215,55,0.3,0.16,0.65,7.66,9.757,278.45,1117.08,0.65,0.2599,0.0,15,8854.85,19.55
Uva,arcilloso,goteo,20.47,215,55,0.42,0.22,0.55,7.667,10.296,293.79,1120.51,0.65,0.374,0.0,16,9145.48,24.76
Uva,arcilloso,aspersion,37.16,215,149,0.42,0.22,0.62,6.42,10.232,171.71,847.39,0.65,0.3735,0.0,11,8550.07,23.855
Chile,franco,aspersion,29.15,125,135,0.3,0.16,0.65,8.3,10.034,202.21,891.17,0.868,0.2554,0.0,12,8737.29,29.819
Chile,arcilloso,microaspersion,12.4,125,307,0.42,0.22,0.63,4.084,6.307,34.6,446.98,0.868,0.3647,0.0,6,4608.34,31.975
Chile,arcilloso,aspersion,42.03,125,281,0.42,0.22,0.69,3.986,6.189,35.67,423.57,0.868,0.3652,0.0,5,4842.0,28.422
Chile,franco-arcilloso,aspersion,16.77,125,316,0.36,0.2,0.68,4.261,7.082,13.58,470.3,0.868,0.3125,0.0,7,6304.39,23.712
Chile,franco-arenoso,gravedad,75.24,125,161,0.24,0.12,0.54,7.799,10.322,179.69,823.59,0.868,0.2053,0.0,20,10848.86,30.117
Chile,franco-arcilloso,goteo,63.23,125,329,0.36,0.2,0.67,4.469,7.601,3.97,499.86,0.868,0.315,0.0,8,4963.39,31.535
Chile,arcilloso,gravedad,28.58,125,171,0.42,0.22,0.64,7.383,10.003,149.97,775.73,0.868,0.3565,0.0,8,9225.69,29.627
Chile,franco-arcilloso,gravedad,43.9,125,151,0.36,0.2,0.56,8.01,10.548,167.8,851.5,0.868,0.3152,0.0,15,11323.44,24.436
Chile,arcilloso,gravedad,54.07,125,43,0.42,0.22,0.65,7.214,9.98,5.42,813.15,0.868,0.3626,0.0,11,13237.61,30.558
Chile,franco-arcilloso,gravedad,53.46,125,94,0.36,0.2,0.66,8.441,10.501,47.7,929.94,0.868,0.3118,0.0,15,14203.17,29.397
Chile,franco-arcilloso,gravedad,28.07,125,137,0.36,0.2,0.67,8.313,10.363,96.81,892.25,0.868,0.312,0.0,13,12416.73,33.287
Chile,franco,goteo,79.13,125,344,0.3,0.16,0.69,4.931,8.46,24.32,558.31,0.868,0.2591,0.0,9,5221.65,36.311
Chile,franco,microaspersion,19.53,125,88,0.3,0.16,0.6,8.36,10.076,66.02,921.19,0.868,0.2569,0.0,18,9604.24,27.346
Chile,arcilloso,microaspersion,49.06,125,30,0.42,0.22,0.65,6.623,9.694,16.28,748.47,0.868,0.3697,0.0,11,8372.41,29.192
Chile,franco,aspersion,74.38,125,281,0.3,0.16,0.5,4.053,5.888,7.36,429.6,0.868,0.261,0.0,11,5117.93,29.887
Chile,franco,gravedad,61.42,125,142,0.3,0.16,0.45,8.148,10.047,138.42,871.6,0.868,0.2554,0.0,20,11328.86,30.638
Chile,franco,goteo,20.22,125,274,0.3,0.16,0.56,4.166,6.888,16.95,437.96,0.868,0.2624,0.0,10,4172.57,28.77
Chile,franco,microaspersion,37.54,125,134,0.3,0.16,0.65,8.203,10.054,184.06,881.7,0.868,0.2548,0.0,13,8339.85,29.118
Chile,franco,microaspersion,55.93,125,288,0.3,0.16,0.53,3.984,5.986,3.56,424.57,0.868,0.262,0.0,11,4995.37,30.207
Chile,franco,gravedad,18.54,125,146,0.3,0.16,0.56,7.988,9.842,285.67,852.46,0.868,0.2637,0.0,14,8601.37,29.839
Chile,franco,microaspersion,10.03,125,79,0.3,0.16,0.55,8.228,9.969,97.04,912.56,0.868,0.256,0.0,18,9396.65,30.239
Chile,franco,goteo,16.43,125,258,0.3,0.16,0.46,4.42,8.21,53.81,458.27,0.868,0.2569,0.0,10,4202.55,26.992
Chile,franco-arcilloso,goteo,6.71,125,189,0.36,0.2,0.47,6.83,9.837,132.27,711.59,0.868,0.3176,0.0,16,6257.6,28.076
Chile,franco-arcilloso,gravedad,14.87,125,108,0.36,0.2,0.64,8.399,10.385,191.98,914.68,0.868,0.312,0.0,12,12105.08,29.818
Chile,arcilloso,microaspersion,33.03,125,146,0.42,0.22,0.67,8.005,10.653,263.65,851.96,0.868,0.3598,0.0,7,6484.82,32.628
Chile,arcilloso,microaspersion,74.63,125,342,0.42,0.22,0.69,4.758,7.844,14.72,537.97,0.868,0.3716,0.0,7,5293.98,28.142
Chile,franco-arcilloso,gravedad,37.81,125,26,0.36,0.2,0.5,6.618,9.828,0.88,748.74,0.868,0.312,0.0,17,11666.91,27.893
Chile,franco-arcilloso,goteo,5.1,125,215,0.36,0.2,0.65,5.692,8.854,145.29,587.38,0.868,0.3162,0.0,8,5017.11,31.725
Chile,franco,aspersion,48.41,125,130,0.3,0.16,0.68,8.28,10.225,219.2,891.86,0.868,0.2576,0.0,12,8830.19,28.746
Chile,franco-arcilloso,aspersion,7.87,125,74,0.36,0.2,0.66,8.12,10.857,34.62,904.13,0.868,0.3147,0.0,15,11002.09,31.226
Chile,arcilloso,gravedad,72.64,125,108,0.42,0.22,0.52,8.597,10.133,92.38,935.72,0.868,0.3637,0.0,15,13230.98,29.924
Chile,franco-arcilloso,microaspersion,15.89,125,343,0.36,0.2,0.6,4.821,7.942,17.56,543.39,0.868,0.3134,0.0,9,5576.15,33.63
Chile,franco,gravedad,50.68,125,364,0.3,0.16,0.58,5.576,9.019,5.64,630.88,0.868,0.2614,0.0,15,10301.96,26.366
Chile,franco,aspersion,45.41,125,216,0.3,0.16,0.49,5.71,9.63,115.1,586.41,0.868,0.2572,0.0,12,5869.97,35.379
Chile,arcilloso,gravedad,67.94,125,6,0.42,0.22,0.69,5.776,9.034,9.97,654.71,0.868,0.3651,0.0,8,9716.3,31.338
Chile,arcilloso,goteo,68.05,125,320,0.42,0.22,0.67,4.282,7.413,13.51,473.08,0.868,0.3699,0.0,7,5237.02,32.012
Chile,arcilloso,gravedad,70.48,125,120,0.42,0.22,0.47,8.45,10.423,89.16,916.7,0.868,0.3645,0.0,18,13137.72,26.913
Chile,franco-arcilloso,goteo,27.15,125,183,0.36,0.2,0.59,6.874,9.507,151.48,717.69,0.868,0.3174,0.0,12,6198.28,30.994
Chile,franco,gravedad,28.67,125,219,0.3,0.16,0.48,5.69,8.744,78.75,587.49,0.868,0.2626,0.0,15,8152.24,32.154
Chile,franco-arcilloso,aspersion,76.04,125,111,0.36,0.2,0.56,8.541,10.226,131.89,929.71,0.868,0.3106,0.0,15,10201.62,32.099
Chile,franco,microaspersion,69.41,125,83,0.3,0.16,0.58,8.22,10.698,60.95,909.38,0.868,0.2518,0.0,16,9473.18,29.461
Chile,franco,microaspersion,43.99,125,21,0.3,0.16,0.5,6.393,9.829,9.72,723.45,0.868,0.2602,0.0,20,8292.74,29.12
Chile,franco-arcilloso,gravedad,34.07,125,290,0.36,0.2,0.66,3.981,5.687,26.74,426.35,0.868,0.3136,0.0,6,5855.3,28.895
Chile,arcilloso,microaspersion,13.79,125,136,0.42,0.22,0.56,8.261,10.75,124.37,886.01,0.868,0.3654,0.0,13,8826.08,30.471
Chile,franco-arcilloso,aspersion,59.2,125,218,0.36,0.2,0.53,5.589,9.102,145.52,577.96,0.868,0.3188,0.0,9,5624.01,33.719
Chile,arcilloso,aspersion,39.23,125,36,0.42,0.22,0.65,6.983,10.192,9.88,788.65,0.868,0.3568,0.0,10,9809.46,28.897
Chile,franco-arcilloso,microaspersion,48.6,125,74,0.36,0.2,0.65,8.044,10.02,50.7,893.95,0.868,0.3128,0.0,15,9884.94,27.862
Chile,franco-arcilloso,microaspersion,57.61,125,260,0.36,0.2,0.62,4.372,7.449,23.95,455.45,0.868,0.315,0.0,8,4834.14,21.818
Chile,franco,gravedad,72.91,125,325,0.3,0.16,0.53,4.415,7.806,6.59,491.91,0.868,0.2574,0.0,11,7709.13,31.718
Chile,arcilloso,goteo,43.96,125,317,0.42,0.22,0.46,4.225,7.212,11.33,467.04,0.868,0.3612,0.0,8,4431.54,38.08
Chile,franco-arcilloso,gravedad,11.32,125,38,0.36,0.2,0.47,6.958,10.089,14.0,788.72,0.868,0.3078,0.0,17,12324.63,32.721
Chile,franco-arcilloso,microaspersion,50.6,125,108,0.36,0.2,0.61,8.486,10.173,118.75,925.1,0.868,0.3078,0.0,14,9307.71,33.674
Chile,franco-arenoso,aspersion,56.18,125,136,0.24,0.12,0.46,8.261,10.295,227.29,889.03,0.868,0.204,0.0,24,9345.66,27.754
Chile,franco,gravedad,40.01,125,326,0.3,0.16,0.63,4.424,7.251,13.38,494.84,0.868,0.2612,0.0,10,7740.48,29.223
Chile,franco-arenoso,microaspersion,79.42,125,222,0.24,0.12,0.57,5.521,8.55,82.99,567.55,0.868,0.2072,0.0,13,5492.75,31.597
Chile,franco-arcilloso,aspersion,47.73,125,50,0.36,0.2,0.6,7.425,10.178,13.5,834.7,0.868,0.3133,0.0,15,10156.34,34.231
Chile,franco-arcilloso,goteo,34.99,125,306,0.36,0.2,0.68,4.136,6.274,10.04,451.48,0.868,0.3179,0.0,8,4706.23,31.341
Chile,franco-arcilloso,goteo,17.16,125,255,0.36,0.2,0.61,4.46,7.656,41.46,461.9,0.868,0.311,0.0,7,4052.93,28.443
Chile,franco-arcilloso,microaspersion,50.12,125,252,0.36,0.2,0.51,4.516,8.154,24.38,467.05,0.868,0.3201,0.0,11,4844.9,28.725
Chile,franco,gravedad,10.84,125,351,0.3,0.16,0.52,5.047,8.006,29.76,569.11,0.868,0.2583,0.0,13,8545.5,32.08
Chile,arcilloso,goteo,49.45,125,274,0.42,0.22,0.6,4.053,6.841,3.36,426.97,0.868,0.3629,0.0,6,4112.78,29.06
Chile,franco,goteo,21.4,125,60,0.3,0.16,0.55,7.75,9.856,22.79,867.35,0.868,0.2518,0.0,17,8755.67,28.733
Chile,franco-arcilloso,gravedad,31.27,125,343,0.36,0.2,0.47,4.802,8.136,11.07,543.57,0.868,0.3097,0.0,12,8620.87,26.931
Chile,franco,microaspersion,5.53,125,114,0.3,0.16,0.45,8.545,10.454,34.1,930.3,0.868,0.2493,0.0,22,10042.51,26.499
Chile,franco-arcilloso,goteo,33.73,125,159,0.36,0.2,0.58,7.617,9.839,214.5,809.21,0.868,0.3096,0.0,11,6471.28,28.745
Chile,franco,aspersion,72.33,125,194,0.3,0.16,0.53,6.525,9.914,116.83,677.55,0.868,0.2587,0.0,14,7519.4,30.263
Chile,franco,goteo,60.26,125,114,0.3,0.16,0.65,8.478,10.238,149.15,922.93,0.868,0.2556,0.0,14,8220.01,34.886
Chile,arcilloso,goteo,63.81,125,111,0.42,0.22,0.55,8.551,10.233,159.22,931.45,0.868,0.3568,0.0,11,7852.32,29.126
Chile,franco,microaspersion,59.15,125,171,0.3,0.16,0.6,7.326,10.126,171.29,769.44,0.868,0.2568,0.0,12,6701.66,31.624
Chile,franco,gravedad,22.82,125,338,0.3,0.16,0.64,4.714,8.092,12.46,529.5,0.868,0.2618,0.0,11,8195.84,28.437
Chile,franco-arcilloso,gravedad,35.45,125,155,0.36,0.2,0.67,7.782,10.054,155.11,826.54,0.868,0.3109,0.0,10,10001.0,28.605
Chile,franco-arcilloso,aspersion,78.87,125,71,0.36,0.2,0.49,8.028,10.116,12.16,891.58,0.868,0.3104,0.0,20,11443.23,32.692
Chile,franco-arcilloso,gravedad,43.66,125,5,0.36,0.2,0.5,5.753,8.978,5.29,653.8,0.868,0.3072,0.0,13,10378.65,28.57
Chile,arcilloso,gravedad,41.93,125,20,0.42,0.22,0.69,6.376,9.573,9.72,720.0,0.868,0.3629,0.0,9,11129.79,31.684
Chile,franco-arcilloso,microaspersion,33.5,125,303,0.36,0.2,0.52,4.056,6.222,13.74,439.13,0.868,0.3151,0.0,9,5118.34,34.76
Chile,franco-arcilloso,microaspersion,39.09,125,223,0.36,0.2,0.66,5.494,9.263,101.34,565.69,0.868,0.3134,0.0,7,5052.18,28.982
Chile,arcilloso,gravedad,59.98,125,202,0.42,0.22,0.53,6.107,9.475,209.53,631.87,0.868,0.368,0.0,8,7266.83,31.655
Chile,arcilloso,goteo,63.88,125,216,0.42,0.22,0.5,5.591,8.515,164.91,578.08,0.868,0.3709,0.0,8,4133.66,26.278
Chile,franco,goteo,73.92,125,73,0.3,0.16,0.51,8.11,10.197,54.1,901.14,0.868,0.25,0.0,18,8634.1,29.054
Chile,franco-arcilloso,gravedad,62.38,125,234,0.36,0.2,0.58,4.999,8.202,71.07,513.67,0.868,0.3171,0.0,9,6967.14,30.396
Chile,franco-arcilloso,aspersion,52.62,125,14,0.36,0.2,0.49,6.06,9.676,10.72,690.16,0.868,0.3143,0.0,16,8705.84,29.886
Chile,franco-arcilloso,aspersion,70.86,125,189,0.36,0.2,0.51,6.703,11.0,180.4,696.12,0.868,0.3117,0.0,11,7044.82,29.178
